Id,Surface Area: Surface Area,Volume: Volume
1.72E+03,2.62E-13,4.61E-21
1.72E+03,2.15E-14,1.28E-22
1.72E+03,2.15E-13,4.74E-21
1.72E+03,2.15E-14,1.28E-22
1.72E+03,7.72E-14,7.68E-22
1.72E+03,2.15E-14,1.28E-22
1.72E+03,1.89E-13,3.71E-21
1.73E+03,2.15E-14,1.28E-22
1.73E+03,4.43E-14,3.84E-22
1.73E+03,1.39E-13,2.18E-21
1.73E+03,1.74E-13,3.20E-21
1.73E+03,9.12E-14,1.15E-21
1.73E+03,2.15E-14,1.28E-22
1.73E+03,2.14E-13,4.48E-21
1.73E+03,5.94E-13,1.47E-20
1.73E+03,1.03E-13,1.28E-21
1.73E+03,2.27E-13,3.20E-21
1.74E+03,9.12E-14,1.15E-21
1.74E+03,3.29E-14,2.56E-22
1.74E+03,2.15E-14,1.28E-22
1.74E+03,2.06E-13,2.94E-21
1.74E+03,3.29E-14,2.56E-22
1.74E+03,8.73E-14,8.96E-22
1.74E+03,3.18E-13,4.87E-21
1.74E+03,2.37E-13,4.87E-21
1.74E+03,5.83E-14,7.68E-22
1.74E+03,1.62E-13,2.69E-21
1.75E+03,5.83E-14,7.68E-22
1.75E+03,2.15E-14,1.28E-22
1.75E+03,2.15E-14,1.28E-22
1.75E+03,1.38E-13,1.54E-21
1.75E+03,2.15E-14,1.28E-22
1.75E+03,2.15E-14,1.28E-22
1.75E+03,3.28E-13,5.51E-21
1.75E+03,2.15E-14,1.28E-22
1.75E+03,1.27E-13,1.15E-21
1.75E+03,4.43E-14,3.84E-22
1.76E+03,2.15E-14,1.28E-22
1.76E+03,2.15E-14,1.28E-22
1.76E+03,2.15E-14,1.28E-22
1.76E+03,2.15E-14,1.28E-22
1.76E+03,4.56E-14,5.12E-22
1.76E+03,3.29E-14,2.56E-22
1.76E+03,1.05E-13,1.54E-21
1.76E+03,2.15E-14,1.28E-22
1.76E+03,1.41E-13,2.43E-21
1.76E+03,4.43E-14,3.84E-22
1.77E+03,2.66E-13,6.53E-21
1.77E+03,2.84E-13,5.76E-21
1.77E+03,2.71E-13,5.38E-21
1.77E+03,5.70E-14,6.40E-22
1.77E+03,2.15E-14,1.28E-22
1.77E+03,1.96E-13,2.69E-21
1.77E+03,1.25E-13,1.79E-21
1.77E+03,2.15E-14,1.28E-22
1.77E+03,2.15E-14,1.28E-22
1.77E+03,4.43E-14,3.84E-22
1.78E+03,4.56E-14,5.12E-22
1.78E+03,2.01E-13,3.58E-21
1.78E+03,4.43E-14,3.84E-22
1.78E+03,3.29E-14,2.56E-22
1.78E+03,7.72E-14,7.68E-22
1.78E+03,2.33E-13,3.84E-21
1.78E+03,1.39E-13,2.30E-21
1.78E+03,4.56E-14,5.12E-22
1.78E+03,2.15E-14,1.28E-22
1.78E+03,2.48E-13,5.76E-21
1.79E+03,2.15E-14,1.28E-22
1.79E+03,1.27E-13,2.05E-21
1.79E+03,2.15E-14,1.28E-22
1.79E+03,2.17E-13,4.10E-21
1.79E+03,1.75E-13,3.20E-21
1.79E+03,2.72E-13,4.74E-21
1.79E+03,1.06E-13,1.15E-21
1.79E+03,2.13E-13,4.48E-21
1.79E+03,1.82E-13,2.69E-21
1.79E+03,2.15E-14,1.28E-22
1.80E+03,9.12E-14,1.15E-21
1.80E+03,1.49E-13,2.18E-21
1.80E+03,2.15E-14,1.28E-22
1.80E+03,1.05E-13,1.54E-21
1.80E+03,1.62E-13,2.69E-21
1.80E+03,4.67E-13,1.08E-20
1.80E+03,7.72E-14,7.68E-22
1.80E+03,4.56E-14,5.12E-22
1.80E+03,1.04E-13,1.41E-21
1.80E+03,1.47E-13,2.18E-21
1.81E+03,1.72E-13,2.30E-21
1.81E+03,1.10E-13,1.28E-21
1.81E+03,9.25E-14,1.28E-21
1.81E+03,2.15E-14,1.28E-22
1.81E+03,2.15E-13,4.48E-21
1.81E+03,3.29E-14,2.56E-22
1.81E+03,2.15E-14,1.28E-22
1.81E+03,3.29E-14,2.56E-22
1.81E+03,4.43E-14,3.84E-22
1.81E+03,1.53E-13,2.56E-21
1.82E+03,3.29E-14,2.56E-22
1.82E+03,2.92E-13,6.40E-21
1.82E+03,4.43E-14,3.84E-22
1.82E+03,4.43E-14,3.84E-22
1.82E+03,5.57E-14,5.12E-22
1.82E+03,1.39E-13,2.30E-21
1.82E+03,5.70E-14,6.40E-22
1.82E+03,3.29E-14,2.56E-22
1.82E+03,1.95E-13,2.56E-21
1.82E+03,4.27E-13,8.96E-21
1.83E+03,7.72E-14,7.68E-22
1.83E+03,2.22E-13,3.71E-21
1.83E+03,1.66E-13,2.82E-21
1.83E+03,9.25E-14,1.28E-21
1.83E+03,2.15E-14,1.28E-22
1.83E+03,2.15E-14,1.28E-22
1.83E+03,2.94E-13,6.66E-21
1.83E+03,2.37E-13,4.48E-21
1.83E+03,3.29E-14,2.56E-22
1.83E+03,1.10E-13,1.28E-21
1.84E+03,1.85E-13,3.07E-21
1.84E+03,3.29E-14,2.56E-22
1.84E+03,7.72E-14,7.68E-22
1.84E+03,1.63E-13,2.94E-21
