Id,Surface Area: Surface Area,Volume: Volume
6.64E+02,2.60E-13,5.63E-21
6.65E+02,4.47E-13,1.42E-20
6.66E+02,8.59E-13,2.59E-20
6.67E+02,1.54E-12,5.39E-20
6.68E+02,5.80E-13,1.89E-20
6.69E+02,1.33E-13,1.66E-21
6.70E+02,1.10E-12,4.69E-20
6.71E+02,2.86E-13,5.89E-21
6.72E+02,3.24E-13,7.94E-21
6.73E+02,5.31E-14,3.84E-22
6.74E+02,5.36E-13,1.63E-20
6.75E+02,7.73E-13,3.06E-20
6.76E+02,5.78E-13,2.27E-20
6.77E+02,4.17E-14,2.56E-22
6.78E+02,3.63E-13,9.73E-21
6.79E+02,4.06E-13,1.09E-20
6.80E+02,3.06E-13,6.79E-21
6.81E+02,8.29E-13,2.98E-20
6.82E+02,6.37E-13,2.19E-20
6.83E+02,7.11E-13,2.66E-20
6.84E+02,2.94E-13,5.25E-21
6.85E+02,2.54E-12,1.14E-19
6.86E+02,5.74E-13,2.14E-20
6.87E+02,5.24E-13,1.75E-20
6.88E+02,6.38E-13,2.06E-20
6.89E+02,5.28E-13,1.72E-20
6.90E+02,7.68E-13,3.09E-20
6.91E+02,3.63E-13,9.35E-21
6.92E+02,7.74E-13,2.84E-20
6.93E+02,6.32E-13,2.09E-20
6.94E+02,3.45E-13,9.86E-21
6.95E+02,1.96E-13,2.82E-21
6.96E+02,2.30E-13,3.97E-21
6.97E+02,2.94E-13,8.19E-21
6.98E+02,3.23E-13,9.47E-21
6.99E+02,1.59E-13,3.71E-21
7.00E+02,4.00E-13,1.13E-20
7.01E+02,5.11E-13,1.70E-20
7.02E+02,1.14E-13,2.30E-21
7.03E+02,8.49E-14,1.41E-21
7.04E+02,4.51E-13,1.43E-20
7.05E+02,2.66E-13,6.53E-21
7.06E+02,3.00E-13,6.91E-21
7.07E+02,1.55E-13,2.69E-21
7.08E+02,1.00E-13,1.92E-21
7.09E+02,1.63E-13,2.82E-21
7.10E+02,3.81E-13,1.05E-20
7.11E+02,2.15E-14,1.28E-22
7.12E+02,5.83E-14,7.68E-22
7.13E+02,2.78E-13,7.30E-21
7.14E+02,1.40E-12,6.91E-20
7.15E+02,9.74E-13,3.03E-20
7.16E+02,1.28E-13,2.69E-21
7.17E+02,3.33E-13,9.86E-21
7.18E+02,1.89E-13,4.74E-21
7.19E+02,3.29E-14,2.56E-22
7.20E+02,3.12E-13,7.55E-21
7.21E+02,7.27E-13,2.86E-20
7.22E+02,4.56E-14,5.12E-22
7.23E+02,1.20E-13,2.05E-21
7.24E+02,2.15E-14,1.28E-22
7.25E+02,7.22E-14,1.15E-21
7.26E+02,9.15E-13,3.70E-20
7.27E+02,1.37E-12,5.36E-20
7.28E+02,8.49E-14,1.41E-21
7.29E+02,2.81E-13,5.63E-21
7.30E+02,2.15E-14,1.28E-22
7.31E+02,6.36E-13,2.21E-20
7.32E+02,4.56E-13,1.38E-20
7.33E+02,2.15E-14,1.28E-22
7.34E+02,5.49E-13,1.72E-20
7.35E+02,1.86E-13,3.20E-21
7.36E+02,3.29E-14,2.56E-22
7.37E+02,3.05E-13,6.53E-21
7.38E+02,1.25E-13,1.79E-21
7.39E+02,6.34E-13,1.10E-20
7.40E+02,7.12E-13,2.48E-20
7.41E+02,1.08E-12,4.43E-20
7.42E+02,4.43E-14,3.84E-22
7.43E+02,1.01E-12,3.20E-20
7.44E+02,1.17E-13,2.56E-21
7.45E+02,2.65E-12,1.04E-19
7.46E+02,1.00E-13,1.92E-21
7.47E+02,3.18E-13,8.45E-21
7.48E+02,2.42E-13,5.89E-21
7.49E+02,1.90E-13,3.84E-21
7.50E+02,2.47E-13,5.38E-21
7.51E+02,4.24E-13,1.08E-20
7.52E+02,5.67E-13,1.74E-20
7.53E+02,4.28E-13,8.07E-21
7.54E+02,4.41E-13,1.38E-20
7.55E+02,3.61E-13,9.60E-21
7.56E+02,9.75E-13,3.29E-20
7.57E+02,4.00E-13,1.13E-20
7.58E+02,2.26E-13,4.87E-21
7.59E+02,2.81E-13,7.55E-21
7.60E+02,6.68E-13,2.34E-20
7.61E+02,4.56E-14,5.12E-22
7.62E+02,8.62E-14,1.54E-21
7.63E+02,6.61E-13,2.45E-20
7.64E+02,2.00E-13,3.33E-21
7.65E+02,3.29E-14,2.56E-22
7.66E+02,2.52E-13,5.89E-21
7.67E+02,3.32E-13,9.22E-21
7.68E+02,7.00E-13,2.47E-20
7.69E+02,5.17E-13,1.89E-20
7.70E+02,2.06E-13,3.07E-21
7.71E+02,2.14E-13,4.61E-21
7.72E+02,3.69E-13,9.22E-21
7.73E+02,5.73E-13,1.55E-20
7.74E+02,1.29E-13,2.82E-21
7.75E+02,2.01E-13,3.71E-21
7.76E+02,6.88E-13,2.54E-20
7.77E+02,9.89E-14,1.79E-21
7.78E+02,4.62E-13,1.18E-20
7.79E+02,5.36E-13,9.09E-21
7.80E+02,2.38E-13,5.25E-21
7.81E+02,2.41E-13,5.63E-21
7.82E+02,1.48E-13,3.71E-21
7.83E+02,7.86E-13,2.89E-20
7.84E+02,1.25E-13,1.92E-21
7.85E+02,2.26E-13,5.38E-21
7.86E+02,1.02E-12,4.10E-20
7.87E+02,5.16E-13,1.78E-20
7.88E+02,4.56E-14,5.12E-22
7.89E+02,2.79E-13,6.91E-21
7.90E+02,4.11E-13,7.94E-21
7.91E+02,2.86E-13,5.12E-21
7.92E+02,4.01E-13,1.06E-20
7.93E+02,4.01E-13,1.08E-20
7.94E+02,2.48E-13,5.63E-21
7.95E+02,3.29E-14,2.56E-22
7.96E+02,4.43E-14,3.84E-22
7.97E+02,4.59E-13,9.22E-21
7.98E+02,2.57E-13,4.99E-21
7.99E+02,3.98E-13,1.02E-20
8.00E+02,2.70E-13,7.17E-21
8.01E+02,3.33E-13,8.19E-21
8.02E+02,6.24E-13,1.83E-20
8.03E+02,2.15E-14,1.28E-22
8.04E+02,7.22E-14,1.15E-21
8.05E+02,7.22E-14,1.15E-21
8.06E+02,1.62E-13,2.69E-21
8.07E+02,2.93E-13,7.55E-21
8.08E+02,9.73E-13,3.12E-20
8.09E+02,2.97E-13,8.32E-21
8.10E+02,7.09E-14,1.02E-21
8.11E+02,5.81E-13,1.69E-20
8.12E+02,8.56E-13,2.98E-20
8.13E+02,8.49E-14,1.41E-21
8.14E+02,3.50E-13,1.05E-20
8.15E+02,9.97E-13,3.07E-20
8.16E+02,1.12E-12,3.20E-20
8.17E+02,2.15E-14,1.28E-22
8.18E+02,2.15E-14,1.28E-22
8.19E+02,7.22E-14,1.15E-21
8.20E+02,5.80E-13,1.68E-20
8.21E+02,2.15E-14,1.28E-22
8.22E+02,5.09E-13,1.47E-20
8.23E+02,4.09E-13,1.02E-20
8.24E+02,2.76E-13,7.04E-21
8.25E+02,3.60E-13,9.73E-21
8.26E+02,8.49E-14,1.41E-21
8.27E+02,4.38E-13,1.32E-20
8.28E+02,4.39E-13,1.36E-20
8.29E+02,3.37E-13,7.81E-21
8.30E+02,2.42E-13,5.89E-21
8.31E+02,2.90E-13,8.07E-21
8.32E+02,1.91E-13,4.10E-21
8.33E+02,5.83E-14,7.68E-22
8.34E+02,4.31E-13,1.13E-20
8.35E+02,2.15E-14,1.28E-22
8.36E+02,6.58E-13,2.34E-20
8.37E+02,8.49E-14,1.41E-21
8.38E+02,1.41E-13,2.30E-21
8.39E+02,2.15E-14,1.28E-22
8.40E+02,8.49E-14,1.41E-21
8.41E+02,6.81E-13,1.73E-20
8.42E+02,5.13E-13,1.70E-20
8.43E+02,7.79E-13,2.71E-20
8.44E+02,3.52E-13,8.58E-21
8.45E+02,2.39E-13,5.38E-21
8.46E+02,5.75E-13,2.15E-20
8.47E+02,1.39E-13,2.18E-21
8.48E+02,2.79E-13,5.76E-21
8.49E+02,4.56E-14,5.12E-22
8.50E+02,9.84E-13,3.73E-20
8.51E+02,2.15E-14,1.28E-22
8.52E+02,1.15E-13,1.66E-21
8.53E+02,2.93E-13,7.81E-21
8.54E+02,5.83E-14,7.68E-22
8.55E+02,2.60E-13,6.53E-21
8.56E+02,2.15E-14,1.28E-22
8.57E+02,4.90E-13,1.60E-20
8.58E+02,3.64E-13,1.01E-20
8.59E+02,2.45E-13,6.27E-21
8.60E+02,7.25E-13,2.50E-20
8.61E+02,2.41E-13,5.63E-21
8.62E+02,6.22E-13,2.19E-20
8.63E+02,1.10E-12,4.55E-20
8.64E+02,5.32E-13,1.77E-20
